planta,fecha,turno,linea,sku,lote_resina,kg_consumida,kg_scrap,unidades_producidas,unidades_rechazadas,cambios_molde,cambios_color,paro_no_programado_min,arranque_post_mantenimiento,nota_supervisor
Envases del Pacífico S.A.S.,2026-05-07,mañana,L3,GAL-3800,R-P0033,605.43,17.22,6047,115,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-07,tarde,L1,ENV-500,R-P0033,612.78,21.08,22630,524,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-07,tarde,L2,TAP-38,R-P0033,407.39,11.78,126730,2454,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-07,tarde,L3,GAL-3800,R-P0033,571.08,21.01,5667,141,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-07,noche,L3,GAL-3800,R-P0034,542.23,13.61,5449,91,0,0,56,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-08,mañana,L1,ENV-500,R-P0034,585.98,17.2,21811,429,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-08,mañana,L3,GAL-3800,R-P0034,583.51,19.43,5790,130,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-08,tarde,L1,ENV-500,R-P0034,690.86,20.41,25620,507,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-08,tarde,L2,TAP-38,R-P0034,1193.72,405.86,245476,82197,0,0,145,0,"turno perdido: el molde se enfrió tras el paro y salió rebaba toda la jornada, se reprocesó casi todo"
Envases del Pacífico S.A.S.,2026-05-08,tarde,L3,GAL-3800,R-P0034,578.79,13.57,5824,91,0,0,18,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-08,noche,L3,GAL-3800,R-P0034,512.11,14.43,5118,96,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-09,mañana,L1,ENV-500,R-P0034,538.63,16.13,19931,400,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-09,mañana,L3,GAL-3800,R-P0034,705.1,19.81,7050,132,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-09,tarde,L1,ENV-500,R-P0034,588.67,17.18,21897,428,0,0,42,0,producción estable
Envases del Pacífico S.A.S.,2026-05-09,noche,L1,ENV-500,R-P0034,592.07,13.11,22041,324,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-09,noche,L2,TAP-38,R-P0034,331.64,9.31,103128,1937,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-09,noche,L3,GAL-3800,R-P0034,530.8,19.41,5243,129,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-10,mañana,L1,ENV-1000,R-P0034,674.61,27.13,16981,462,1,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-10,mañana,L3,ENV-500,R-P0034,480.45,18.61,18806,493,1,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-10,tarde,L2,TAP-38,R-P0034,547.47,14.78,170294,3070,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-10,noche,L1,ENV-1000,R-P0034,540.2,17.45,13648,296,0,0,17,1,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-10,noche,L2,TAP-38,R-P0034,567.03,14.04,176847,2919,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-10,noche,L3,ENV-500,R-P0035,510.78,13.76,20284,365,0,0,0,1,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-11,mañana,L1,ENV-1000,R-P0035,606.52,23.4,15231,397,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-11,mañana,L2,TAP-38,R-P0035,469.17,15.96,144316,3303,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-11,mañana,L3,ENV-500,R-P0035,522.56,15.19,20699,403,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-11,tarde,L1,ENV-1000,R-P0036,518.09,15.18,13181,259,0,0,0,1,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-11,tarde,L3,ENV-500,R-P0036,688.28,18.69,27570,500,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-11,noche,L2,TAP-38,R-P0036,422.29,10.38,132258,2166,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-12,mañana,L1,ENV-1000,R-P0036,612.82,21.04,15501,358,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-12,mañana,L2,TAP-38,R-P0036,511.63,15.91,158590,3309,0,0,0,0,la máquina salió fría y las primeras piezas llevaron material de más
Envases del Pacífico S.A.S.,2026-05-12,tarde,L2,TAP-38,R-P0036,759.62,18.29,237055,3801,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-12,tarde,L3,ENV-500,R-P0036,715.46,20.62,28395,548,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-12,noche,L1,ENV-1000,R-P0036,608.32,17.3,15518,295,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-12,noche,L2,TAP-38,R-P0036,465.43,12.64,145065,2633,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-12,noche,L3,ENV-500,R-P0036,545.89,18.45,21425,487,0,0,33,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-13,mañana,L1,ENV-1000,R-P0036,576.09,21.22,14470,360,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-13,mañana,L2,TAP-38,R-P0036,601.62,16.72,187054,3476,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-13,mañana,L3,ENV-500,R-P0036,444.42,12.62,17562,334,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-13,tarde,L3,ENV-500,R-P0036,581.61,17.11,23111,455,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-13,noche,L1,ENV-1000,R-P0036,699.83,20.12,17847,343,0,0,18,0,producción estable
Envases del Pacífico S.A.S.,2026-05-13,noche,L2,TAP-38,R-P0036,433.16,11.57,134199,2394,0,0,27,0,producción estable
Envases del Pacífico S.A.S.,2026-05-14,mañana,L3,ENV-500,R-P0036,582.68,18.34,22960,485,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-14,tarde,L1,ENV-1000,R-P0036,602.36,25.9,15059,440,0,0,0,1,sin novedad
Envases del Pacífico S.A.S.,2026-05-14,tarde,L2,TAP-38,R-P0036,619.69,15.41,193445,3207,0,0,27,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-14,tarde,L3,ENV-500,R-P0036,519.11,15.09,20620,401,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-14,noche,L1,ENV-1000,R-P0036,517.34,12.74,13294,218,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-14,noche,L3,ENV-500,R-P0036,503.46,12.05,20024,319,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-15,mañana,L1,ENV-1000,R-P0036,458.72,13.99,11650,238,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-15,mañana,L3,ENV-500,R-P0036,751.38,15.85,29899,419,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-15,tarde,L1,ENV-1000,R-P0036,553.01,12.83,14142,218,0,0,82,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-15,tarde,L2,BAN-250,R-P0037,684.54,24.81,51695,1263,1,0,58,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-15,tarde,L3,ENV-500,R-P0037,614.05,20.6,24179,546,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-15,noche,L1,ENV-1000,R-P0037,742.98,17.21,19009,293,0,0,52,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-15,noche,L2,BAN-250,R-P0037,567.12,16.51,42956,837,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-15,noche,L3,ENV-500,R-P0037,574.53,19.47,22699,517,0,0,0,0,la máquina salió fría y las primeras piezas llevaron material de más
Envases del Pacífico S.A.S.,2026-05-16,mañana,L1,ENV-500,R-P0037,540.85,21.5,19788,532,1,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-16,mañana,L3,ENV-500,R-P0037,696.54,19.29,27721,513,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-16,tarde,L1,ENV-500,R-P0037,554.61,18.59,20324,458,0,0,26,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-16,tarde,L2,BAN-250,R-P0037,380.32,8.79,29011,446,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-16,noche,L1,ENV-500,R-P0037,429.84,15.84,15735,391,0,1,88,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-16,noche,L3,ENV-500,R-P0037,544.7,14.12,21755,376,0,0,74,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-17,mañana,L1,ENV-500,R-P0037,499.95,15.22,18472,377,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-17,mañana,L2,BAN-250,R-P0037,612.41,18.68,46380,949,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-17,mañana,L3,ENV-500,R-P0037,484.37,13.54,19280,360,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-17,tarde,L1,ENV-500,R-P0037,623.82,17.68,23064,437,0,1,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-17,tarde,L2,BAN-250,R-P0037,509.18,14.97,38609,760,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-17,noche,L2,BAN-250,R-P0037,501.52,13.34,38311,680,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-17,noche,L3,ENV-500,R-P0037,536.09,15.35,21220,407,0,0,59,0,producción estable
Envases del Pacífico S.A.S.,2026-05-18,mañana,L1,ENV-500,R-P0037,579.35,20.51,21161,505,0,0,0,1,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-18,mañana,L2,BAN-250,R-P0037,550.79,14.92,42176,763,0,0,55,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-18,mañana,L3,GAL-3800,R-P0037,538.89,20.03,5328,134,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-18,tarde,L3,GAL-3800,R-P0037,483.45,12.37,4829,82,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-18,noche,L1,ENV-500,R-P0037,402.36,10.84,14916,268,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-18,noche,L2,BAN-250,R-P0037,474.51,14.92,35803,755,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-18,noche,L3,GAL-3800,R-P0037,460.34,13.52,4586,90,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-19,mañana,L1,ENV-500,R-P0037,476.29,12.62,17600,311,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-19,mañana,L3,GAL-3800,R-P0037,447.32,14.63,4459,98,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-19,tarde,L1,ENV-500,R-P0037,767.83,18.57,28448,458,0,0,33,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-19,tarde,L2,BAN-250,R-P0037,595.34,15.33,45337,779,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-19,noche,L3,GAL-3800,R-P0038,517.27,13.99,5154,93,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-20,mañana,L2,TAP-38,R-P0038,716.46,26.26,220491,5452,1,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-20,mañana,L3,GAL-3800,R-P0038,625.41,14.09,6288,94,0,0,61,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-20,tarde,L1,ENV-1000,R-P0038,705.97,30.05,17701,512,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-20,tarde,L2,TAP-38,R-P0038,622.45,13.48,194929,2805,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-20,tarde,L3,GAL-3800,R-P0038,416.54,11.64,4166,78,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-20,noche,L1,ENV-1000,R-P0038,570.23,14.01,14628,240,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-20,noche,L2,TAP-38,R-P0038,544.3,18.75,167729,3889,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-20,noche,L3,GAL-3800,R-P0038,681.94,17.53,6822,117,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-21,mañana,L1,ENV-1000,R-P0038,521.05,10.3,13367,175,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-21,mañana,L2,TAP-38,R-P0038,558.16,18.65,172612,3878,0,0,60,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-21,mañana,L3,GAL-3800,R-P0038,441.55,12.43,4431,83,0,0,61,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-21,tarde,L1,ENV-1000,R-P0038,398.24,11.95,10104,203,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-21,tarde,L2,TAP-38,R-P0038,579.3,22.04,178599,4591,0,0,88,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-21,tarde,L3,GAL-3800,R-P0038,615.18,18.26,6127,122,0,0,0,1,turno normal
Envases del Pacífico S.A.S.,2026-05-21,noche,L1,ENV-1000,R-P0038,620.5,22.14,15755,379,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-21,noche,L3,GAL-3800,R-P0038,601.34,14.93,6031,100,0,0,66,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-22,mañana,L1,ENV-1000,R-P0038,704.9,21.42,17871,364,0,0,0,1,turno normal
Envases del Pacífico S.A.S.,2026-05-22,mañana,L2,TAP-38,R-P0038,512.37,9.99,160345,2072,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-22,mañana,L3,GAL-3800,R-P0039,702.6,17.38,7029,116,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-22,tarde,L1,ENV-1000,R-P0039,527.91,17.11,13404,292,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-22,tarde,L3,GAL-3800,R-P0039,413.92,10.39,4167,70,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-22,noche,L2,TAP-38,R-P0039,449.0,11.06,139968,2298,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-22,noche,L3,GAL-3800,R-P0039,599.66,17.95,5972,120,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-23,mañana,L1,ENV-500,R-P0039,590.13,22.6,21493,556,1,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-23,mañana,L3,GAL-3800,R-P0039,613.25,16.15,6132,108,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-23,tarde,L1,ENV-500,R-P0039,606.58,15.38,22375,378,0,0,19,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-23,tarde,L3,GAL-3800,R-P0039,711.69,16.5,7110,110,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-23,noche,L2,BAN-250,R-P0039,541.98,18.65,40581,940,1,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-23,noche,L3,GAL-3800,R-P0039,646.72,18.72,6452,125,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-24,mañana,L1,ENV-500,R-P0039,527.92,16.62,19288,408,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-24,mañana,L2,BAN-250,R-P0039,540.17,15.93,41113,812,0,0,0,0,"partimos en frío, las primeras bandejas se fueron a reproceso"
Envases del Pacífico S.A.S.,2026-05-24,mañana,L3,ENV-500,R-P0039,666.07,23.69,26297,630,1,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-24,tarde,L1,ENV-500,R-P0039,391.19,13.86,14350,343,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-24,tarde,L2,BAN-250,R-P0040,552.53,12.61,42021,638,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-24,tarde,L3,ENV-500,R-P0040,530.0,10.86,21224,288,0,0,0,0,"primeras cajas con rebaba, hubo que purgar más de lo normal"
Envases del Pacífico S.A.S.,2026-05-24,noche,L1,ENV-500,R-P0040,519.41,16.5,18984,405,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-24,noche,L2,BAN-250,R-P0040,494.82,13.15,37542,666,0,0,0,1,sin novedad
Envases del Pacífico S.A.S.,2026-05-24,noche,L3,ENV-500,R-P0040,457.62,12.65,18077,334,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-25,mañana,L1,ENV-500,R-P0041,743.45,19.16,27423,471,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-25,mañana,L2,BAN-250,R-P0041,529.18,18.57,40010,946,0,0,0,1,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-25,mañana,L3,ENV-500,R-P0041,485.5,13.29,19309,353,0,0,74,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-25,tarde,L1,ENV-500,R-P0041,671.37,23.68,24453,581,0,0,33,1,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-25,tarde,L2,BAN-250,R-P0041,525.6,16.11,39269,807,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-25,noche,L1,ENV-500,R-P0041,533.44,15.15,19551,372,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-25,noche,L2,BAN-250,R-P0041,423.9,10.85,32342,552,0,0,64,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-25,noche,L3,ENV-500,R-P0041,427.97,10.57,17021,280,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-26,mañana,L1,ENV-500,R-P0041,652.34,20.15,23891,495,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-26,mañana,L2,BAN-250,R-P0041,522.82,12.25,40160,626,0,0,0,1,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-26,tarde,L1,ENV-500,R-P0041,664.16,24.42,24127,599,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-26,tarde,L2,BAN-250,R-P0041,486.78,12.58,36917,637,0,0,59,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-26,tarde,L3,ENV-500,R-P0041,546.45,13.42,21799,357,0,0,92,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-26,noche,L1,ENV-500,R-P0041,439.66,8.59,16337,212,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-27,mañana,L1,ENV-500,R-P0041,548.66,17.1,20108,421,0,0,68,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-27,mañana,L2,BAN-250,R-P0041,502.93,14.78,38220,752,0,0,0,1,turno normal
Envases del Pacífico S.A.S.,2026-05-27,mañana,L3,ENV-500,R-P0041,395.51,13.69,15601,363,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-27,tarde,L1,ENV-500,R-P0041,429.49,12.75,15701,312,0,0,92,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-27,tarde,L2,BAN-250,R-P0041,601.65,18.6,45830,950,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-27,tarde,L3,ENV-500,R-P0041,599.47,20.51,23619,544,0,0,38,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-27,noche,L1,ENV-500,R-P0041,648.59,16.73,23890,411,0,0,74,0,producción estable
Envases del Pacífico S.A.S.,2026-05-27,noche,L2,BAN-250,R-P0041,676.44,17.74,50958,892,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-28,mañana,L2,TAP-38,R-P0041,581.84,22.12,178171,4576,1,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-28,tarde,L1,ENV-500,R-P0041,407.26,13.04,14891,320,0,0,0,1,sin novedad
Envases del Pacífico S.A.S.,2026-05-28,tarde,L2,TAP-38,R-P0041,675.08,18.15,209756,3766,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-28,tarde,L3,ENV-500,R-P0041,721.78,18.24,28672,483,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-28,noche,L2,TAP-38,R-P0041,628.76,20.12,194112,4171,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-28,noche,L3,ENV-500,R-P0041,577.92,15.51,22956,411,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-29,mañana,L1,ENV-500,R-P0042,594.74,17.0,21804,417,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-29,mañana,L3,GAL-3800,R-P0042,599.72,22.26,5923,148,1,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-29,tarde,L1,ENV-500,R-P0042,362.79,9.23,13359,227,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-29,tarde,L2,TAP-38,R-P0042,313.16,10.23,96778,2124,0,1,0,1,sin novedad
Envases del Pacífico S.A.S.,2026-05-29,tarde,L3,GAL-3800,R-P0042,624.88,17.32,6240,116,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-29,noche,L1,ENV-500,R-P0042,653.56,19.6,23899,480,0,0,0,1,sin novedad
Envases del Pacífico S.A.S.,2026-05-29,noche,L2,TAP-38,R-P0042,589.52,16.62,183502,3459,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-29,noche,L3,GAL-3800,R-P0042,702.65,17.14,7028,114,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-30,mañana,L1,ENV-1000,R-P0042,479.01,20.14,11987,342,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-30,mañana,L2,TAP-38,R-P0042,537.57,24.82,163505,5144,0,1,18,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-30,mañana,L3,GAL-3800,R-P0042,584.36,17.61,5817,117,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-30,tarde,L1,ENV-1000,R-P0042,659.78,18.28,16816,311,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-30,tarde,L3,GAL-3800,R-P0042,476.33,13.29,4751,89,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-30,noche,L1,ENV-1000,R-P0042,551.54,15.09,14022,256,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-30,noche,L2,TAP-38,R-P0042,548.07,13.3,170712,2759,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-30,noche,L3,GAL-3800,R-P0042,520.15,18.47,5159,124,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-31,mañana,L1,ENV-1000,R-P0042,569.46,15.26,14543,260,0,0,28,0,turno normal
Envases del Pacífico S.A.S.,2026-05-31,mañana,L2,TAP-38,R-P0042,422.04,12.81,131112,2667,0,0,78,0,producción estable
Envases del Pacífico S.A.S.,2026-05-31,mañana,L3,GAL-3800,R-P0042,686.36,24.44,6847,164,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-31,tarde,L3,GAL-3800,R-P0042,706.8,21.95,7058,147,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-31,noche,L1,ENV-1000,R-P0042,642.98,22.3,16250,380,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-31,noche,L2,TAP-38,R-P0042,566.39,12.51,177692,2609,0,0,23,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-31,noche,L3,GAL-3800,R-P0042,544.14,16.53,5448,111,0,0,88,0,producción estable
Envases del Pacífico S.A.S.,2026-06-01,mañana,L3,GAL-3800,R-P0042,589.2,13.72,5914,92,0,0,49,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-01,tarde,L1,ENV-1000,R-P0042,366.1,9.95,9303,169,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-01,noche,L1,ENV-1000,R-P0042,304.04,9.33,7725,159,0,0,76,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-01,noche,L3,GAL-3800,R-P0042,460.74,13.02,4610,87,0,0,40,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-02,mañana,L1,ENV-1000,R-P0042,578.71,15.61,14703,265,0,0,36,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-02,mañana,L2,TAP-38,R-P0043,519.55,14.53,160994,3010,0,0,0,0,"partimos en frío, las primeras bandejas se fueron a reproceso"
Envases del Pacífico S.A.S.,2026-06-02,mañana,L3,GAL-3800,R-P0043,499.11,16.21,4940,108,0,1,0,0,turno normal
Envases del Pacífico S.A.S.,2026-06-02,tarde,L1,ENV-1000,R-P0043,452.18,10.76,11523,183,0,0,93,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-06-02,tarde,L2,TAP-38,R-P0043,537.14,12.32,168094,2565,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-02,tarde,L3,GAL-3800,R-P0043,684.12,20.22,6820,135,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-03,mañana,L1,ENV-1000,R-P0043,561.36,15.57,14351,266,0,0,0,0,"el equipo no había alcanzado temperatura al iniciar, sobró material"
Envases del Pacífico S.A.S.,2026-06-03,mañana,L2,BAN-250,R-P0043,623.92,19.35,47278,984,1,0,0,0,la máquina salió fría y las primeras piezas llevaron material de más
Envases del Pacífico S.A.S.,2026-06-03,mañana,L3,ENV-500,R-P0043,522.44,20.51,20473,544,1,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-06-03,tarde,L2,BAN-250,R-P0043,766.45,17.3,58541,879,0,0,68,0,sin novedad
Envases del Pacífico S.A.S.,2026-06-03,tarde,L3,ENV-500,R-P0043,636.9,14.68,25348,389,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-06-03,noche,L1,ENV-1000,R-P0043,672.75,20.95,17058,356,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
