planta,fecha,hora_inicio,turno,linea,maquina,duracion_min,codigo_falla,categoria_falla,comentario_operario
Envases del Pacífico S.A.S.,2026-06-20,01:25,noche,L2,INY-03,19.5,MPR-03,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-06-20,02:06,noche,L2,INY-03,36.7,MEC-04,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-06-20,04:07,noche,L2,INY-04,58.7,OPE-08,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-20,04:19,noche,L1,SOP-02,1.4,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-06-20,04:49,noche,L1,SOP-01,87.5,,,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-20,05:09,noche,L1,SOP-01,2.4,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-06-20,05:19,noche,L2,INY-05,35.3,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-06-20,12:30,mañana,L2,INY-04,9.8,OPE-02,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-20,13:31,mañana,L2,INY-03,6.8,,,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-06-20,20:36,tarde,L2,INY-04,13.4,,,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-20,23:12,noche,L2,INY-05,12.1,OPE-08,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-06-21,00:55,noche,L2,INY-03,23.6,OPE-03,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-21,02:09,noche,L2,INY-03,12.5,MPR-08,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-06-21,02:25,noche,L3,EMP-07,8.6,MEC-04,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-21,06:38,mañana,L2,INY-03,2.9,MEC-08,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-21,13:40,mañana,L2,INY-03,89.6,CAL-06,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-06-21,17:29,tarde,L1,SOP-01,15.5,OPE-02,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-06-21,21:38,tarde,L2,INY-03,14.5,OPE-06,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-06-22,00:45,noche,L2,INY-03,52.0,CAL-08,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-06-22,01:46,noche,L2,INY-04,10.0,ELE-05,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-22,05:39,noche,L2,INY-03,12.0,OPE-04,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-22,07:42,mañana,L1,SOP-01,145.4,,,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-22,08:18,mañana,L3,EMP-07,42.2,MPR-05,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-06-22,13:27,mañana,L2,INY-03,8.6,,,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-06-22,14:50,tarde,L3,EMP-06,8.1,OPE-01,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-22,16:28,tarde,L3,EMP-06,37.8,CAL-06,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-06-22,18:44,tarde,L1,SOP-01,8.9,ELE-05,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-22,19:07,tarde,L3,EMP-07,30.5,MEC-07,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-23,02:07,noche,L1,SOP-02,20.6,MEC-03,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-23,05:11,noche,L2,INY-04,10.1,MPR-06,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-06-23,06:12,mañana,L1,SOP-02,44.3,,,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-23,06:58,mañana,L3,EMP-07,3.6,OPE-07,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-06-23,08:48,mañana,L3,EMP-07,6.5,MEC-03,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-23,11:44,mañana,L3,EMP-07,45.7,OPE-02,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-23,19:09,tarde,L2,INY-05,50.6,OPE-05,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-06-24,07:59,mañana,L2,INY-03,2.0,OPE-02,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-06-24,10:49,mañana,L2,INY-05,39.7,CAL-07,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-06-24,12:21,mañana,L1,SOP-02,22.8,ELE-04,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-24,22:47,noche,L2,INY-05,1.1,OPE-03,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-06-25,02:15,noche,L3,EMP-07,33.4,,,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-06-25,08:08,mañana,L1,SOP-02,2.6,,,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-25,08:09,mañana,L3,EMP-07,40.5,OPE-08,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-06-25,08:38,mañana,L2,INY-05,3.6,CAL-05,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-06-25,10:38,mañana,L1,SOP-01,96.8,,,falla del variador
Envases del Pacífico S.A.S.,2026-06-25,14:18,tarde,L2,INY-03,28.1,OPE-01,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-25,14:20,tarde,L2,INY-04,48.3,OPE-03,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-06-25,14:40,tarde,L3,EMP-06,1.2,MPR-02,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-06-25,16:48,tarde,L3,EMP-06,84.2,ELE-02,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-06-25,17:25,tarde,L2,INY-03,8.3,,,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-06-25,20:14,tarde,L2,INY-05,4.7,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-26,06:57,mañana,L3,EMP-06,19.6,MPR-08,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-06-26,11:54,mañana,L3,EMP-06,10.9,,,falla del variador
Envases del Pacífico S.A.S.,2026-06-26,13:45,mañana,L3,EMP-07,13.8,MPR-07,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-06-26,21:21,tarde,L2,INY-04,1.9,ELE-03,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-06-27,01:07,noche,L3,EMP-06,4.3,CAL-03,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-06-27,01:31,noche,L3,EMP-06,2.7,,,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-06-27,02:31,noche,L3,EMP-06,14.8,,,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-06-27,03:57,noche,L3,EMP-06,11.7,MPR-01,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-06-27,10:02,mañana,L2,INY-05,14.9,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-27,18:50,tarde,L1,SOP-02,4.3,ELE-06,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-06-27,19:37,tarde,L2,INY-05,7.0,,,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-27,20:08,tarde,L2,INY-04,11.3,MEC-07,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-27,22:10,noche,L1,SOP-01,47.9,MEC-06,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-28,01:11,noche,L1,SOP-02,1.8,OPE-06,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-06-28,02:20,noche,L1,SOP-01,9.8,OPE-01,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-28,08:13,mañana,L2,INY-04,13.8,ELE-03,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-06-28,11:29,mañana,L2,INY-04,18.0,,,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-28,13:43,mañana,L1,SOP-01,16.0,OPE-08,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-28,21:41,tarde,L2,INY-03,2.4,MEC-08,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-06-28,23:08,noche,L1,SOP-02,29.1,OPE-08,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-06-28,23:25,noche,L2,INY-05,8.3,,,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-06-29,02:21,noche,L1,SOP-02,1.1,CAL-04,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-06-29,05:26,noche,L2,INY-05,2.1,OPE-05,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-29,10:13,mañana,L1,SOP-01,27.7,,,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-06-29,12:37,mañana,L3,EMP-06,4.3,OPE-04,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-06-29,14:47,tarde,L3,EMP-07,4.2,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-06-29,17:15,tarde,L1,SOP-01,3.2,CAL-03,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-06-29,18:48,tarde,L1,SOP-01,3.0,OPE-06,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-06-29,19:28,tarde,L3,EMP-07,5.3,,,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-06-29,21:06,tarde,L3,EMP-07,31.0,MEC-08,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-06-30,00:18,noche,L3,EMP-07,43.6,OPE-01,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-06-30,12:48,mañana,L1,SOP-01,2.3,MEC-02,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-06-30,20:22,tarde,L2,INY-03,4.8,ELE-07,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-06-30,21:42,tarde,L3,EMP-06,16.2,CAL-07,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-07-01,05:42,noche,L3,EMP-06,36.7,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-07-01,09:24,mañana,L1,SOP-01,14.2,ELE-06,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-01,10:14,mañana,L2,INY-03,68.5,MPR-03,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-07-01,12:32,mañana,L2,INY-04,18.5,CAL-01,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-07-01,14:44,tarde,L1,SOP-01,1.0,ELE-06,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-07-01,18:45,tarde,L1,SOP-01,2.1,,,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-01,19:22,tarde,L3,EMP-06,2.3,OPE-08,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-01,19:32,tarde,L2,INY-05,2.7,OPE-05,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-01,21:35,tarde,L2,INY-03,17.7,OPE-05,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-01,22:44,noche,L2,INY-05,1.8,ELE-08,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-02,03:34,noche,L3,EMP-06,2.9,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-07-02,04:18,noche,L3,EMP-07,11.5,OPE-02,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-02,10:44,mañana,L1,SOP-01,55.0,CAL-06,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-07-02,14:21,tarde,L3,EMP-06,8.9,MEC-05,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-07-02,14:52,tarde,L2,INY-03,21.0,ELE-07,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-07-02,15:27,tarde,L2,INY-03,13.1,MPR-07,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-07-02,17:49,tarde,L2,INY-05,11.2,CAL-04,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-07-02,22:01,noche,L1,SOP-02,10.5,OPE-07,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-02,22:58,noche,L1,SOP-01,22.1,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-07-03,04:09,noche,L2,INY-04,1.5,CAL-03,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-07-03,06:22,mañana,L1,SOP-01,2.9,ELE-07,Eléctrica,saltó el breaker del tablero
Envases del Pacífico S.A.S.,2026-07-03,09:22,mañana,L1,SOP-02,2.0,ELE-03,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-07-03,10:10,mañana,L1,SOP-01,14.5,MEC-04,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-07-03,21:05,tarde,L3,EMP-06,129.8,,,paro sin causa aparente
Envases del Pacífico S.A.S.,2026-07-03,22:51,noche,L3,EMP-07,7.9,OPE-05,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-03,22:59,noche,L3,EMP-06,3.3,OPE-01,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-03,23:37,noche,L1,SOP-02,2.2,CAL-01,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-07-04,00:12,noche,L3,EMP-07,21.1,,,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-04,02:00,noche,L3,EMP-07,25.6,,,falla del variador
Envases del Pacífico S.A.S.,2026-07-04,02:02,noche,L3,EMP-07,47.2,,,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-04,04:01,noche,L1,SOP-01,5.4,CAL-02,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-07-04,04:26,noche,L1,SOP-01,28.2,OPE-04,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-04,04:43,noche,L3,EMP-07,21.1,OPE-06,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-07-04,07:28,mañana,L1,SOP-02,10.0,,,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-07-04,12:24,mañana,L2,INY-04,2.4,OPE-02,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-04,13:22,mañana,L3,EMP-07,4.3,,,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-04,22:17,noche,L1,SOP-02,118.5,,,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-04,23:18,noche,L1,SOP-01,118.0,MPR-07,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-07-05,20:29,tarde,L2,INY-04,2.6,,,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-07-05,22:23,noche,L1,SOP-01,132.0,ELE-04,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-07-05,23:05,noche,L1,SOP-01,14.6,MPR-02,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-07-06,08:12,mañana,L1,SOP-01,3.1,,,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-07-06,08:19,mañana,L3,EMP-06,2.6,MPR-03,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-07-06,13:14,mañana,L1,SOP-01,2.2,OPE-04,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-06,16:06,tarde,L3,EMP-06,46.6,,,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-07-06,17:35,tarde,L1,SOP-01,3.3,OPE-05,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-06,19:11,tarde,L3,EMP-07,58.6,MEC-04,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-06,20:27,tarde,L3,EMP-07,2.5,,,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-07-06,21:30,tarde,L1,SOP-01,12.1,OPE-05,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-07,01:21,noche,L3,EMP-06,13.2,OPE-04,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-07,03:27,noche,L2,INY-03,23.3,MEC-05,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-07-07,03:58,noche,L2,INY-04,1.5,,,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-07-07,06:03,mañana,L2,INY-03,20.9,OPE-01,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-07,07:24,mañana,L2,INY-05,17.9,CAL-03,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-07-07,09:48,mañana,L2,INY-04,1.3,MEC-05,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-07,13:03,mañana,L2,INY-05,46.3,MEC-06,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-07-07,18:13,tarde,L1,SOP-02,21.3,OPE-04,Operativa,la tolva quedó mal cerrada y hubo que reponer
Envases del Pacífico S.A.S.,2026-07-07,21:23,tarde,L1,SOP-01,4.7,MEC-05,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-07-08,00:16,noche,L2,INY-05,45.3,MPR-01,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-07-08,02:00,noche,L2,INY-05,2.6,CAL-07,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-07-08,05:46,noche,L2,INY-04,2.4,OPE-06,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-08,21:06,tarde,L3,EMP-07,37.7,MEC-03,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-07-08,21:46,tarde,L3,EMP-06,8.4,MPR-06,Materia prima,pellet fuera de especificación
Envases del Pacífico S.A.S.,2026-07-09,00:30,noche,L1,SOP-01,4.8,,,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-09,09:05,mañana,L1,SOP-02,2.6,ELE-07,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-07-09,09:36,mañana,L1,SOP-02,1.2,CAL-02,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-07-09,10:50,mañana,L1,SOP-02,4.9,OPE-01,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-09,12:52,mañana,L1,SOP-02,5.0,MEC-03,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-09,17:43,tarde,L2,INY-03,1.4,MEC-07,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-09,18:13,tarde,L3,EMP-06,2.1,OPE-01,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-09,18:48,tarde,L3,EMP-07,29.5,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-07-09,20:13,tarde,L2,INY-03,3.1,CAL-06,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-07-09,21:46,tarde,L2,INY-04,20.5,MEC-08,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-07-10,00:02,noche,L2,INY-03,117.8,ELE-06,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-10,01:02,noche,L3,EMP-07,108.1,ELE-04,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-07-10,01:49,noche,L1,SOP-01,4.2,ELE-06,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-10,03:03,noche,L2,INY-05,28.7,,,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-07-10,03:45,noche,L2,INY-05,9.1,,,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-10,06:12,mañana,L2,INY-03,10.9,OPE-08,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-10,09:11,mañana,L3,EMP-06,24.9,OPE-06,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-10,09:54,mañana,L1,SOP-02,3.8,OPE-07,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-10,11:22,mañana,L2,INY-03,36.2,MEC-04,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-07-10,19:12,tarde,L1,SOP-02,4.8,MPR-06,Materia prima,"resina con humedad aparente, se purgó"
Envases del Pacífico S.A.S.,2026-07-10,21:17,tarde,L1,SOP-01,22.7,OPE-07,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-10,22:20,noche,L2,INY-04,120.0,MEC-05,Mecánica,desalineación del brazo extractor
Envases del Pacífico S.A.S.,2026-07-10,22:25,noche,L3,EMP-07,20.2,,,falla del variador
Envases del Pacífico S.A.S.,2026-07-11,04:35,noche,L1,SOP-01,3.3,CAL-03,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-07-11,04:46,noche,L1,SOP-02,4.4,MPR-04,Materia prima,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-07-11,05:09,noche,L1,SOP-02,18.1,ELE-06,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-07-11,05:17,noche,L3,EMP-06,120.1,ELE-05,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-07-11,05:47,noche,L3,EMP-06,23.1,CAL-05,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-07-11,05:54,noche,L1,SOP-02,4.5,OPE-05,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-11,05:54,noche,L3,EMP-07,10.6,OPE-03,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-12,06:18,mañana,L2,INY-03,2.8,ELE-04,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-12,08:31,mañana,L2,INY-04,13.4,CAL-03,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-07-12,14:13,tarde,L2,INY-04,22.2,CAL-08,Calidad,"piezas fuera de peso, se paró para ajustar"
Envases del Pacífico S.A.S.,2026-07-12,15:20,tarde,L3,EMP-06,2.8,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-07-12,16:39,tarde,L3,EMP-07,37.4,OPE-04,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-12,20:16,tarde,L1,SOP-01,1.3,,,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-07-12,20:28,tarde,L2,INY-03,49.7,,,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-07-13,02:49,noche,L1,SOP-02,36.9,ELE-08,Eléctrica,falla del variador
Envases del Pacífico S.A.S.,2026-07-13,15:35,tarde,L2,INY-05,19.1,ELE-06,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-14,03:09,noche,L2,INY-04,4.5,OPE-05,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-14,05:33,noche,L3,EMP-06,7.4,CAL-04,Calidad,"rebaba persistente, revisión de molde"
Envases del Pacífico S.A.S.,2026-07-14,14:04,tarde,L2,INY-03,5.6,,,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-14,16:17,tarde,L1,SOP-01,46.0,OPE-01,Operativa,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-14,16:52,tarde,L3,EMP-06,1.7,MEC-07,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-14,17:12,tarde,L3,EMP-06,14.5,MEC-07,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-07-14,21:46,tarde,L2,INY-05,4.9,CAL-03,Calidad,se detuvo por muestra no conforme
Envases del Pacífico S.A.S.,2026-07-15,09:56,mañana,L2,INY-03,17.5,,,el lote venía con partículas negras
Envases del Pacífico S.A.S.,2026-07-15,22:13,noche,L1,SOP-02,38.0,,,tolva vacía por demora del montacargas
Envases del Pacífico S.A.S.,2026-07-15,23:24,noche,L3,EMP-06,78.9,OPE-08,Operativa,se atascó la banda de salida con cajas
Envases del Pacífico S.A.S.,2026-07-16,00:14,noche,L3,EMP-06,42.0,MEC-05,Mecánica,"rodamiento haciendo ruido, hubo que parar"
Envases del Pacífico S.A.S.,2026-07-16,02:37,noche,L3,EMP-06,11.0,OPE-08,Operativa,cambio de bobina más lento de lo normal
Envases del Pacífico S.A.S.,2026-07-16,05:02,noche,L3,EMP-07,8.0,,,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-16,06:23,mañana,L2,INY-03,2.1,,,no se pudo determinar el origen
Envases del Pacífico S.A.S.,2026-07-16,07:54,mañana,L1,SOP-01,16.3,ELE-05,Eléctrica,sensor de puerta sin señal
Envases del Pacífico S.A.S.,2026-07-16,11:32,mañana,L3,EMP-07,75.4,ELE-05,Eléctrica,se quemó una resistencia de zona
Envases del Pacífico S.A.S.,2026-07-16,15:58,tarde,L2,INY-03,1.3,MEC-04,Mecánica,se rompió la banda de arrastre
Envases del Pacífico S.A.S.,2026-07-17,00:04,noche,L1,SOP-01,2.2,OPE-06,Operativa,"atasco en la tolva, se destapó a mano"
Envases del Pacífico S.A.S.,2026-07-17,08:52,mañana,L3,EMP-06,16.2,MEC-04,Mecánica,fuga hidráulica en la unidad de cierre
Envases del Pacífico S.A.S.,2026-07-17,13:24,mañana,L3,EMP-06,26.4,,,la máquina se detuvo sola
Envases del Pacífico S.A.S.,2026-07-17,17:42,tarde,L2,INY-05,1.7,OPE-03,Operativa,tolva vacía por demora del montacargas
