fecha,hora,turno,linea,sku,origen,tipo_evento,descripcion,firmado_por
2026-06-21,18:02,tarde,L1,ENV-1000,HMI,Mantenimiento correctivo,ajuste de cierre del molde,A. Quintero
2026-06-21,18:35,tarde,L2,BAN-250,HMI,Arranque de turno,arranque con precalentamiento del molde,C. Ramírez
2026-06-21,20:21,tarde,L2,BAN-250,HMI,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-06-21,21:15,tarde,L1,ENV-1000,Bitácora,Paro no programado,paro eléctrico breve,D. Valencia
2026-06-21,21:32,tarde,L1,ENV-1000,Bitácora,Alarma HMI,presión de inyección fuera de banda,D. Valencia
2026-06-21,22:01,noche,L1,ENV-1000,Bitácora,Paro no programado,paro por atasco en la banda de salida,C. Ramírez
2026-06-21,22:07,noche,L2,BAN-250,HMI,Paro no programado,paro eléctrico breve,D. Valencia
2026-06-21,22:38,noche,L1,ENV-1000,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,L. Betancur
2026-06-22,00:37,noche,L2,BAN-250,Bitácora,Ajuste de proceso,ajuste de contrapresión,A. Quintero
2026-06-22,03:04,noche,L3,GAL-3800,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,J. Peláez
2026-06-22,03:14,noche,L1,ENV-1000,HMI,Inspección de calidad,muestreo de peso conforme al plan,D. Valencia
2026-06-22,03:35,noche,L1,ENV-1000,HMI,Inspección de calidad,revisión dimensional de rutina,J. Peláez
2026-06-22,04:26,noche,L3,GAL-3800,HMI,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-06-22,05:26,noche,L2,BAN-250,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,D. Valencia
2026-06-22,05:36,noche,L1,ENV-1000,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,D. Valencia
2026-06-22,06:43,mañana,L2,BAN-250,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,M. Ocampo
2026-06-22,07:52,mañana,L2,BAN-250,HMI,Ajuste de proceso,ajuste de contrapresión,J. Peláez
2026-06-22,09:10,mañana,L1,ENV-1000,HMI,Inspección de calidad,revisión dimensional de rutina,M. Ocampo
2026-06-22,09:27,mañana,L1,ENV-1000,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,C. Ramírez
2026-06-22,09:44,mañana,L2,BAN-250,HMI,Mantenimiento correctivo,ajuste de cierre del molde,D. Valencia
2026-06-22,11:38,mañana,L2,BAN-250,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",L. Betancur
2026-06-22,12:37,mañana,L3,GAL-3800,HMI,Ajuste de proceso,ajuste de contrapresión,C. Ramírez
2026-06-22,13:00,mañana,L3,GAL-3800,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,D. Valencia
2026-06-22,13:07,mañana,L3,GAL-3800,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,J. Peláez
2026-06-22,13:54,mañana,L3,GAL-3800,HMI,Alarma HMI,presión de inyección fuera de banda,J. Peláez
2026-06-22,14:38,tarde,L1,ENV-1000,Bitácora,Paro no programado,paro eléctrico breve,A. Quintero
2026-06-22,14:58,tarde,L3,GAL-3800,Bitácora,Alarma HMI,alarma de dosificador,L. Betancur
2026-06-22,15:37,tarde,L1,ENV-1000,HMI,Arranque de turno,arranque normal del equipo,C. Ramírez
2026-06-22,16:05,tarde,L1,ENV-1000,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,M. Ocampo
2026-06-22,16:46,tarde,L2,BAN-250,Bitácora,Arranque de turno,arranque con precalentamiento del molde,C. Ramírez
2026-06-22,17:41,tarde,L2,BAN-250,HMI,Paro no programado,paro eléctrico breve,C. Ramírez
2026-06-22,18:49,tarde,L3,GAL-3800,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,D. Valencia
2026-06-22,19:01,tarde,L3,GAL-3800,HMI,Mantenimiento correctivo,ajuste de cierre del molde,J. Peláez
2026-06-22,19:36,tarde,L2,BAN-250,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,M. Ocampo
2026-06-22,20:21,tarde,L2,BAN-250,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,J. Peláez
2026-06-22,20:41,tarde,L2,BAN-250,Bitácora,Paro no programado,paro por falta de resina en tolva,M. Ocampo
2026-06-22,21:19,tarde,L3,GAL-3800,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",L. Betancur
2026-06-22,21:24,tarde,L3,GAL-3800,HMI,Alarma HMI,presión de inyección fuera de banda,C. Ramírez
2026-06-22,21:40,tarde,L1,ENV-1000,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,J. Peláez
2026-06-22,22:34,noche,L1,ENV-1000,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,L. Betancur
2026-06-22,22:46,noche,L2,BAN-250,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,D. Valencia
2026-06-23,04:13,noche,L2,BAN-250,HMI,Inspección de calidad,muestreo de peso conforme al plan,A. Quintero
2026-06-23,06:27,mañana,L3,GAL-3800,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,J. Peláez
2026-06-23,06:38,mañana,L3,GAL-3800,Bitácora,Alarma HMI,presión de inyección fuera de banda,A. Quintero
2026-06-23,08:45,mañana,L2,BAN-250,HMI,Arranque de turno,arranque normal del equipo,L. Betancur
2026-06-23,08:46,mañana,L2,BAN-250,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,A. Quintero
2026-06-23,08:56,mañana,L2,BAN-250,HMI,Ajuste de proceso,ajuste de contrapresión,J. Peláez
2026-06-23,09:04,mañana,L1,ENV-500,Bitácora,Alarma HMI,falla de sensor de posición del husillo,L. Betancur
2026-06-23,09:37,mañana,L3,GAL-3800,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,C. Ramírez
2026-06-23,10:02,mañana,L3,GAL-3800,Bitácora,Inspección de calidad,revisión dimensional de rutina,J. Peláez
2026-06-23,12:38,mañana,L2,BAN-250,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,C. Ramírez
2026-06-23,13:04,mañana,L3,GAL-3800,HMI,Alarma HMI,alarma de dosificador,M. Ocampo
2026-06-23,13:15,mañana,L1,ENV-500,HMI,Arranque de turno,arranque normal del equipo,A. Quintero
2026-06-23,13:26,mañana,L2,BAN-250,HMI,Inspección de calidad,muestreo de peso conforme al plan,M. Ocampo
2026-06-23,14:14,tarde,L2,BAN-250,HMI,Alarma HMI,presión de inyección fuera de banda,L. Betancur
2026-06-23,14:36,tarde,L3,GAL-3800,Bitácora,Arranque de turno,arranque normal del equipo,C. Ramírez
2026-06-23,15:16,tarde,L3,GAL-3800,HMI,Inspección de calidad,revisión dimensional de rutina,J. Peláez
2026-06-23,16:05,tarde,L1,ENV-500,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,A. Quintero
2026-06-23,17:14,tarde,L2,BAN-250,HMI,Alarma HMI,alarma de dosificador,D. Valencia
2026-06-23,18:22,tarde,L1,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,M. Ocampo
2026-06-23,18:46,tarde,L2,BAN-250,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,A. Quintero
2026-06-23,20:59,tarde,L2,BAN-250,Bitácora,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-06-23,22:02,noche,L2,BAN-250,HMI,Mantenimiento correctivo,ajuste de cierre del molde,L. Betancur
2026-06-24,00:14,noche,L3,ENV-500,HMI,Paro no programado,paro por falta de resina en tolva,J. Peláez
2026-06-24,00:16,noche,L2,BAN-250,Bitácora,Arranque de turno,arranque normal del equipo,C. Ramírez
2026-06-24,00:54,noche,L2,BAN-250,HMI,Mantenimiento correctivo,ajuste de cierre del molde,C. Ramírez
2026-06-24,02:25,noche,L3,ENV-500,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,L. Betancur
2026-06-24,03:42,noche,L2,BAN-250,HMI,Inspección de calidad,muestreo de peso conforme al plan,C. Ramírez
2026-06-24,08:24,mañana,L2,BAN-250,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,C. Ramírez
2026-06-24,09:30,mañana,L2,BAN-250,Bitácora,Inspección de calidad,revisión dimensional de rutina,J. Peláez
2026-06-24,10:15,mañana,L1,ENV-500,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,M. Ocampo
2026-06-24,10:32,mañana,L1,ENV-500,HMI,Ajuste de proceso,ajuste de contrapresión,J. Peláez
2026-06-24,12:39,mañana,L1,ENV-500,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,J. Peláez
2026-06-24,22:18,noche,L3,ENV-500,HMI,Alarma HMI,falla de sensor de posición del husillo,M. Ocampo
2026-06-24,23:57,noche,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,C. Ramírez
2026-06-25,00:04,noche,L3,ENV-500,HMI,Paro no programado,paro eléctrico breve,J. Peláez
2026-06-25,00:49,noche,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-06-25,00:54,noche,L1,ENV-500,HMI,Paro no programado,paro por falta de resina en tolva,L. Betancur
2026-06-25,03:13,noche,L1,ENV-500,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
2026-06-25,03:48,noche,L1,ENV-500,HMI,Alarma HMI,presión de inyección fuera de banda,L. Betancur
2026-06-25,05:03,noche,L3,ENV-500,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,C. Ramírez
2026-06-25,05:11,noche,L3,ENV-500,Bitácora,Arranque de turno,arranque normal del equipo,C. Ramírez
2026-06-25,07:09,mañana,L3,ENV-500,HMI,Mantenimiento correctivo,ajuste de cierre del molde,D. Valencia
2026-06-25,07:10,mañana,L1,ENV-500,Bitácora,Alarma HMI,falla de sensor de posición del husillo,D. Valencia
2026-06-25,08:22,mañana,L1,ENV-500,HMI,Alarma HMI,alarma de temperatura de zona 3,M. Ocampo
2026-06-25,08:41,mañana,L2,TAP-38,Bitácora,Alarma HMI,alarma de temperatura de zona 3,M. Ocampo
2026-06-25,09:51,mañana,L2,TAP-38,Bitácora,Arranque de turno,arranque con precalentamiento del molde,C. Ramírez
2026-06-25,10:43,mañana,L2,TAP-38,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,M. Ocampo
2026-06-25,10:55,mañana,L3,ENV-500,HMI,Arranque de turno,arranque con precalentamiento del molde,A. Quintero
2026-06-25,11:04,mañana,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-06-25,11:07,mañana,L1,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,C. Ramírez
2026-06-25,11:16,mañana,L2,TAP-38,HMI,Alarma HMI,alarma de dosificador,L. Betancur
2026-06-25,11:42,mañana,L3,ENV-500,HMI,Paro no programado,paro por atasco en la banda de salida,M. Ocampo
2026-06-25,12:28,mañana,L1,ENV-500,Bitácora,Arranque de turno,arranque con precalentamiento del molde,J. Peláez
2026-06-25,12:51,mañana,L3,ENV-500,Bitácora,Ajuste de proceso,ajuste de contrapresión,L. Betancur
2026-06-25,14:21,tarde,L3,ENV-500,Bitácora,Alarma HMI,falla de sensor de posición del husillo,L. Betancur
2026-06-25,14:37,tarde,L2,TAP-38,HMI,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-06-25,15:44,tarde,L2,TAP-38,HMI,Alarma HMI,falla de sensor de posición del husillo,J. Peláez
2026-06-25,16:15,tarde,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,M. Ocampo
2026-06-25,16:58,tarde,L2,TAP-38,HMI,Mantenimiento correctivo,ajuste de cierre del molde,A. Quintero
2026-06-25,17:39,tarde,L3,ENV-500,Bitácora,Arranque de turno,arranque normal del equipo,D. Valencia
2026-06-25,20:23,tarde,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,M. Ocampo
2026-06-25,20:46,tarde,L2,TAP-38,HMI,Inspección de calidad,muestreo de peso conforme al plan,C. Ramírez
2026-06-25,21:11,tarde,L3,ENV-500,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",L. Betancur
2026-06-25,23:24,noche,L1,ENV-500,HMI,Arranque de turno,arranque normal del equipo,M. Ocampo
2026-06-26,00:51,noche,L3,ENV-500,Bitácora,Alarma HMI,presión de inyección fuera de banda,M. Ocampo
2026-06-26,03:15,noche,L3,ENV-500,Bitácora,Alarma HMI,falla de sensor de posición del husillo,M. Ocampo
2026-06-26,04:07,noche,L3,ENV-500,Bitácora,Paro no programado,paro por falta de resina en tolva,A. Quintero
2026-06-26,06:38,mañana,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-06-26,09:54,mañana,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-06-26,11:43,mañana,L3,ENV-500,HMI,Mantenimiento correctivo,ajuste de cierre del molde,A. Quintero
2026-06-26,13:21,mañana,L3,ENV-500,HMI,Paro no programado,paro por falta de resina en tolva,A. Quintero
2026-06-26,14:50,tarde,L2,TAP-38,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",L. Betancur
2026-06-26,19:03,tarde,L2,TAP-38,HMI,Mantenimiento correctivo,ajuste de cierre del molde,C. Ramírez
2026-06-26,20:19,tarde,L2,TAP-38,HMI,Inspección de calidad,muestreo de peso conforme al plan,M. Ocampo
2026-06-26,21:47,tarde,L2,TAP-38,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,L. Betancur
2026-06-27,02:36,noche,L1,ENV-500,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
2026-06-27,03:53,noche,L1,ENV-500,HMI,Paro no programado,paro por falta de resina en tolva,L. Betancur
2026-06-27,06:06,mañana,L1,ENV-500,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,M. Ocampo
2026-06-27,06:27,mañana,L1,ENV-500,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,J. Peláez
2026-06-27,07:22,mañana,L2,TAP-38,Bitácora,Paro no programado,paro por falta de resina en tolva,J. Peláez
2026-06-27,09:32,mañana,L2,TAP-38,HMI,Paro no programado,paro por falta de resina en tolva,C. Ramírez
2026-06-27,09:51,mañana,L1,ENV-500,Bitácora,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-06-27,10:23,mañana,L2,TAP-38,Bitácora,Alarma HMI,alarma de dosificador,M. Ocampo
2026-06-27,10:43,mañana,L2,TAP-38,Bitácora,Paro no programado,paro por atasco en la banda de salida,A. Quintero
2026-06-27,12:23,mañana,L1,ENV-500,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,L. Betancur
2026-06-27,12:23,mañana,L1,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,C. Ramírez
2026-06-27,15:52,tarde,L2,TAP-38,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,D. Valencia
2026-06-27,16:14,tarde,L1,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,L. Betancur
2026-06-27,16:46,tarde,L1,ENV-500,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,J. Peláez
2026-06-27,16:54,tarde,L1,ENV-500,HMI,Paro no programado,paro por falta de resina en tolva,L. Betancur
2026-06-27,17:02,tarde,L2,TAP-38,HMI,Alarma HMI,presión de inyección fuera de banda,J. Peláez
2026-06-27,17:50,tarde,L1,ENV-500,Bitácora,Arranque de turno,arranque con precalentamiento del molde,L. Betancur
2026-06-27,19:21,tarde,L3,ENV-500,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,M. Ocampo
2026-06-27,19:44,tarde,L3,ENV-500,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",M. Ocampo
2026-06-27,20:33,tarde,L2,TAP-38,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",A. Quintero
2026-06-27,20:38,tarde,L2,TAP-38,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,J. Peláez
2026-06-27,21:25,tarde,L2,TAP-38,HMI,Mantenimiento correctivo,ajuste de cierre del molde,L. Betancur
2026-06-27,21:46,tarde,L3,ENV-500,Bitácora,Arranque de turno,arranque con precalentamiento del molde,C. Ramírez
2026-06-27,22:02,noche,L1,ENV-500,HMI,Alarma HMI,falla de sensor de posición del husillo,A. Quintero
2026-06-28,01:09,noche,L1,ENV-500,Bitácora,Arranque de turno,arranque con precalentamiento del molde,C. Ramírez
2026-06-28,01:10,noche,L1,ENV-500,Bitácora,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-06-28,01:25,noche,L3,ENV-500,HMI,Paro no programado,paro por falta de resina en tolva,J. Peláez
2026-06-28,01:53,noche,L1,ENV-500,Bitácora,Alarma HMI,alarma de dosificador,M. Ocampo
2026-06-28,02:01,noche,L3,ENV-500,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,J. Peláez
2026-06-28,02:36,noche,L2,TAP-38,HMI,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
2026-06-28,03:20,noche,L1,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-06-28,06:34,mañana,L1,ENV-500,HMI,Arranque de turno,arranque normal del equipo,L. Betancur
2026-06-28,06:40,mañana,L2,TAP-38,Bitácora,Alarma HMI,alarma de dosificador,C. Ramírez
2026-06-28,09:10,mañana,L1,ENV-500,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,D. Valencia
2026-06-28,09:19,mañana,L1,ENV-500,Bitácora,Paro no programado,paro por falta de resina en tolva,C. Ramírez
2026-06-28,09:33,mañana,L2,TAP-38,HMI,Ajuste de proceso,ajuste de contrapresión,D. Valencia
2026-06-28,10:45,mañana,L2,TAP-38,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,A. Quintero
2026-06-28,11:37,mañana,L2,TAP-38,HMI,Arranque de turno,arranque con precalentamiento del molde,D. Valencia
2026-06-28,13:35,mañana,L1,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
2026-06-28,13:58,mañana,L1,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-06-28,14:28,tarde,L2,TAP-38,HMI,Arranque de turno,arranque normal del equipo,A. Quintero
2026-06-28,14:36,tarde,L3,ENV-500,HMI,Alarma HMI,alarma de temperatura de zona 3,J. Peláez
2026-06-28,15:32,tarde,L3,ENV-500,Bitácora,Ajuste de proceso,ajuste de contrapresión,M. Ocampo
2026-06-28,16:14,tarde,L2,TAP-38,HMI,Inspección de calidad,muestreo de peso conforme al plan,M. Ocampo
2026-06-28,18:05,tarde,L1,ENV-500,HMI,Mantenimiento correctivo,ajuste de cierre del molde,C. Ramírez
2026-06-28,18:32,tarde,L3,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
2026-06-28,18:45,tarde,L1,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,L. Betancur
2026-06-28,19:11,tarde,L3,ENV-500,HMI,Paro no programado,paro eléctrico breve,D. Valencia
2026-06-28,19:20,tarde,L1,ENV-500,HMI,Mantenimiento correctivo,ajuste de cierre del molde,J. Peláez
2026-06-28,20:16,tarde,L1,ENV-500,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,L. Betancur
2026-06-28,22:01,noche,L1,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,A. Quintero
2026-06-28,22:54,noche,L2,TAP-38,Bitácora,Alarma HMI,alarma de dosificador,A. Quintero
2026-06-28,23:28,noche,L3,ENV-500,Bitácora,Arranque de turno,arranque con precalentamiento del molde,J. Peláez
2026-06-28,23:54,noche,L2,TAP-38,Bitácora,Alarma HMI,alarma de dosificador,M. Ocampo
2026-06-28,23:58,noche,L2,TAP-38,HMI,Paro no programado,paro por falta de resina en tolva,A. Quintero
2026-06-29,03:22,noche,L3,ENV-500,Bitácora,Ajuste de proceso,ajuste de contrapresión,M. Ocampo
2026-06-29,05:22,noche,L3,ENV-500,Bitácora,Paro no programado,paro por falta de resina en tolva,L. Betancur
2026-06-29,06:12,mañana,L3,ENV-500,Bitácora,Ajuste de proceso,ajuste de contrapresión,D. Valencia
2026-06-29,06:15,mañana,L1,ENV-500,Bitácora,Arranque de turno,arranque con precalentamiento del molde,C. Ramírez
2026-06-29,07:40,mañana,L1,ENV-500,HMI,Alarma HMI,alarma de temperatura de zona 3,L. Betancur
2026-06-29,07:43,mañana,L2,BAN-250,HMI,Inspección de calidad,revisión dimensional de rutina,C. Ramírez
2026-06-29,09:48,mañana,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,L. Betancur
2026-06-29,10:01,mañana,L1,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,D. Valencia
2026-06-29,12:58,mañana,L1,ENV-500,HMI,Alarma HMI,presión de inyección fuera de banda,D. Valencia
2026-06-29,13:17,mañana,L2,BAN-250,Bitácora,Paro no programado,paro por atasco en la banda de salida,J. Peláez
2026-06-29,13:43,mañana,L3,ENV-500,Bitácora,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-06-29,15:06,tarde,L1,ENV-500,Bitácora,Paro no programado,paro eléctrico breve,M. Ocampo
2026-06-29,16:18,tarde,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,C. Ramírez
2026-06-29,16:52,tarde,L1,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,J. Peláez
2026-06-29,17:12,tarde,L1,ENV-500,Bitácora,Arranque de turno,arranque con precalentamiento del molde,C. Ramírez
2026-06-29,17:39,tarde,L1,ENV-500,Bitácora,Inspección de calidad,revisión dimensional de rutina,M. Ocampo
2026-06-29,18:14,tarde,L3,ENV-500,HMI,Arranque de turno,arranque normal del equipo,L. Betancur
2026-06-29,18:29,tarde,L3,ENV-500,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,A. Quintero
2026-06-29,20:05,tarde,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-06-29,21:47,tarde,L3,ENV-500,HMI,Alarma HMI,presión de inyección fuera de banda,L. Betancur
2026-06-30,00:16,noche,L3,GAL-3800,HMI,Mantenimiento correctivo,ajuste de cierre del molde,M. Ocampo
2026-06-30,00:25,noche,L2,BAN-250,HMI,Alarma HMI,falla de sensor de posición del husillo,D. Valencia
2026-06-30,01:05,noche,L2,BAN-250,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",L. Betancur
2026-06-30,01:29,noche,L2,BAN-250,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
2026-06-30,02:08,noche,L2,BAN-250,HMI,Paro no programado,paro eléctrico breve,A. Quintero
2026-06-30,02:21,noche,L3,GAL-3800,HMI,Inspección de calidad,revisión dimensional de rutina,J. Peláez
2026-06-30,07:10,mañana,L1,ENV-1000,HMI,Inspección de calidad,muestreo de peso conforme al plan,M. Ocampo
2026-06-30,13:51,mañana,L1,ENV-1000,Bitácora,Ajuste de proceso,ajuste de contrapresión,D. Valencia
2026-06-30,14:33,tarde,L1,ENV-1000,HMI,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-06-30,15:29,tarde,L1,ENV-1000,HMI,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-06-30,15:39,tarde,L2,BAN-250,HMI,Mantenimiento correctivo,ajuste de cierre del molde,C. Ramírez
2026-06-30,16:21,tarde,L3,GAL-3800,Bitácora,Alarma HMI,falla de sensor de posición del husillo,M. Ocampo
2026-06-30,16:41,tarde,L1,ENV-1000,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",C. Ramírez
2026-06-30,18:12,tarde,L3,GAL-3800,HMI,Alarma HMI,presión de inyección fuera de banda,M. Ocampo
2026-06-30,19:22,tarde,L3,GAL-3800,HMI,Arranque de turno,arranque con precalentamiento del molde,A. Quintero
2026-06-30,20:35,tarde,L2,BAN-250,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,L. Betancur
2026-06-30,21:37,tarde,L2,BAN-250,HMI,Arranque de turno,arranque con precalentamiento del molde,A. Quintero
2026-06-30,22:59,noche,L2,BAN-250,HMI,Alarma HMI,falla de sensor de posición del husillo,L. Betancur
2026-07-01,00:33,noche,L3,GAL-3800,HMI,Paro no programado,paro por atasco en la banda de salida,A. Quintero
2026-07-01,01:16,noche,L3,GAL-3800,HMI,Paro no programado,paro eléctrico breve,M. Ocampo
2026-07-01,02:14,noche,L3,GAL-3800,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,M. Ocampo
2026-07-01,02:38,noche,L1,ENV-1000,HMI,Arranque de turno,arranque con precalentamiento del molde,D. Valencia
2026-07-01,03:14,noche,L1,ENV-1000,Bitácora,Alarma HMI,alarma de dosificador,C. Ramírez
2026-07-01,04:28,noche,L1,ENV-1000,Bitácora,Alarma HMI,alarma de temperatura de zona 3,J. Peláez
2026-07-01,04:44,noche,L2,BAN-250,HMI,Paro no programado,paro eléctrico breve,D. Valencia
2026-07-01,05:15,noche,L2,BAN-250,Bitácora,Alarma HMI,alarma de temperatura de zona 3,J. Peláez
2026-07-01,06:23,mañana,L1,ENV-1000,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,M. Ocampo
2026-07-01,07:00,mañana,L1,ENV-1000,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,A. Quintero
2026-07-01,08:03,mañana,L1,ENV-1000,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",D. Valencia
2026-07-01,08:15,mañana,L1,ENV-1000,HMI,Paro no programado,paro por atasco en la banda de salida,J. Peláez
2026-07-01,11:20,mañana,L2,BAN-250,HMI,Paro no programado,paro por atasco en la banda de salida,M. Ocampo
2026-07-01,13:31,mañana,L2,BAN-250,HMI,Ajuste de proceso,ajuste de contrapresión,A. Quintero
2026-07-01,13:34,mañana,L1,ENV-1000,HMI,Alarma HMI,falla de sensor de posición del husillo,L. Betancur
2026-07-01,14:50,tarde,L1,ENV-1000,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,A. Quintero
2026-07-01,15:28,tarde,L1,ENV-1000,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,C. Ramírez
2026-07-01,17:19,tarde,L2,BAN-250,HMI,Paro no programado,paro eléctrico breve,L. Betancur
2026-07-01,17:49,tarde,L1,ENV-1000,Bitácora,Ajuste de proceso,ajuste de contrapresión,C. Ramírez
2026-07-01,18:25,tarde,L2,BAN-250,HMI,Inspección de calidad,muestreo de peso conforme al plan,J. Peláez
2026-07-01,19:24,tarde,L2,BAN-250,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",C. Ramírez
2026-07-01,19:44,tarde,L3,GAL-3800,Bitácora,Paro no programado,paro por atasco en la banda de salida,A. Quintero
2026-07-01,20:22,tarde,L1,ENV-1000,Bitácora,Ajuste de proceso,ajuste de contrapresión,D. Valencia
2026-07-01,20:23,tarde,L2,BAN-250,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,L. Betancur
2026-07-01,20:48,tarde,L2,BAN-250,Bitácora,Alarma HMI,falla de sensor de posición del husillo,J. Peláez
2026-07-01,21:34,tarde,L3,GAL-3800,HMI,Paro no programado,paro eléctrico breve,M. Ocampo
2026-07-01,22:44,noche,L3,GAL-3800,HMI,Arranque de turno,arranque normal del equipo,A. Quintero
2026-07-01,23:41,noche,L1,ENV-1000,HMI,Paro no programado,paro eléctrico breve,M. Ocampo
